Rank,Club,Country,Level,Elo,From,To
None,Cosenza,ITA,2,1334.78186035,2022-05-26,2022-08-14
None,Hibernian,SCO,1,1333.49523926,2022-05-19,2022-07-21
None,Tromso,NOR,1,1333.04077148,2022-05-30,2022-06-19
None,Vaduz,LIE,0,1332.36474609,2022-03-18,2022-07-19
None,Gornik,POL,1,1331.14807129,2022-05-22,2022-07-05
None,Lausanne,SUI,1,1330.30688477,2022-05-23,2022-07-01
None,Kisvarda,HUN,1,1329.65393066,2022-05-16,2022-07-06
None,Videoton,HUN,1,1328.83337402,2022-05-15,2022-07-06
None,H Tel Aviv,ISR,1,1328.42651367,2022-05-22,2022-07-20
None,Ionikos,GRE,1,1325.80810547,2022-05-16,2022-07-20
None,Asteras Tripolis,GRE,1,1325.40698242,2022-05-16,2022-07-20
None,Alessandria,ITA,2,1324.4453125,2022-05-26,2022-07-01
None,IK Sirius,SWE,1,1323.63903809,2022-05-29,2022-06-27
None,Eupen,BEL,1,1322.68725586,2022-04-10,2022-07-21
None,Sandefjord,NOR,1,1322.1854248,2022-05-26,2022-06-19
None,Aberdeen,SCO,1,1322.13769531,2022-05-19,2022-07-21
None,Kristiansund,NOR,1,1321.20654297,2022-05-22,2022-06-18
None,US Quevilly,FRA,2,1320.49377441,2022-05-15,2022-07-30
None,Odd Grenland,NOR,1,1320.27526855,2022-05-29,2022-06-19
None,Hradec Kralove,CZE,1,1318.99084473,2022-05-16,2022-07-20
None,Bohemians Praha,CZE,1,1318.32678223,2022-05-15,2022-07-20
None,Dundee United,SCO,1,1316.41381836,2022-05-19,2022-07-21
None,Motherwell,SCO,1,1313.34509277,2022-05-19,2022-07-21
None,Rukh Lviv,UKR,1,1313.09399414,2021-12-12,2022-07-20
None,Plock,POL,1,1312.56469727,2022-05-22,2022-07-05
None,Mura,SVN,1,1312.54772949,2022-05-23,2022-07-06
None,Kairat,KAZ,0,1310.0814209,2021-12-10,2022-07-06
None,Vejle,DEN,1,1308.70532227,2022-05-22,2022-07-01
None,Puskas Akademia,HUN,1,1308.65686035,2022-05-16,2022-07-06
None,Veres,UKR,1,1307.74267578,2021-12-12,2022-07-20
None,Pardubice,CZE,1,1307.2989502,2022-05-15,2022-07-20
None,Viitorul,ROM,1,1306.57897949,2022-05-21,2022-07-05
None,Giannina,GRE,1,1305.9074707,2022-05-18,2022-07-20
None,Jagiellonia,POL,1,1305.52758789,2022-05-22,2022-07-05
None,NFC Volos,GRE,1,1305.17529297,2022-05-15,2022-07-20
None,Cherno More,BUL,1,1304.6986084,2022-05-23,2022-07-05
None,Botosani,ROM,1,1303.76550293,2022-05-28,2022-07-05
None,Radomiak,POL,1,1303.57336426,2022-05-22,2022-07-05
None,Kuopio,FIN,0,1303.47338867,2021-12-10,2022-07-06
None,Slaven Belupo,CRO,1,1302.5,2022-05-21,2022-07-17
None,Lubin,POL,1,1302.12182617,2022-05-22,2022-07-05
None,Ceske Budejovice,CZE,1,1301.04504395,2022-05-01,2022-07-20
None,Altay,TUR,1,1300.4876709,2022-05-22,2022-07-01
None,Varbergs,SWE,1,1300.41699219,2022-05-30,2022-06-27
None,Ross County,SCO,1,1300.06420898,2022-05-19,2022-07-21
None,Paksi,HUN,1,1300.00219727,2022-05-15,2022-07-06
None,Dinamo Minsk,BLR,1,1299.48962402,2022-03-19,2022-07-06
None,St Mirren,SCO,1,1297.13891602,2022-05-19,2022-07-21
None,SonderjyskE,DEN,1,1293.26574707,2022-05-22,2022-07-01
None,Bnei Sakhinin,ISR,1,1292.81896973,2022-05-22,2022-07-20
None,Botev Plovdiv,BUL,1,1291.89489746,2022-05-29,2022-07-05
None,Nancy,FRA,2,1290.2598877,2022-05-15,2022-07-01
None,Ujpest,HUN,1,1289.32458496,2022-05-14,2022-07-06
None,Seraing,BEL,1,1288.71630859,2022-04-11,2022-07-21
None,Voluntari,ROM,1,1288.54309082,2022-05-24,2022-07-05
None,Olimpija Ljubljana,SVN,1,1288.3137207,2022-05-23,2022-07-06
None,Slask,POL,1,1287.40002441,2022-05-22,2022-07-05
None,Neftchi,AZE,0,1287.26135254,2022-02-25,2022-07-05
None,Dunkerque,FRA,2,1285.70837402,2022-05-15,2022-07-01
None,OFI,GRE,1,1285.51416016,2022-05-15,2022-07-20
None,Nis,SRB,1,1285.16894531,2022-05-23,2022-07-10
None,Atromitos,GRE,1,1285.04882812,2022-05-16,2022-07-20
None,Sfintul Gheorghe,MOL,0,1284.99768066,2022-02-25,2022-07-06
None,Lok Plovdiv,BUL,1,1283.88525391,2022-05-21,2022-07-05
None,Aalesund,NOR,1,1280.77563477,2022-05-30,2022-06-19
None,Beitar,ISR,1,1278.86816406,2022-05-15,2022-07-20
None,Karagandy,KAZ,0,1278.72265625,2021-12-10,2022-07-01
None,CSKA 1948 Sofia,BUL,1,1276.51843262,2022-05-21,2022-07-05
None,Inter Baku,AZE,0,1275.35131836,2022-02-25,2022-07-01
None,St Johnstone,SCO,1,1274.82348633,2022-05-19,2022-07-21
None,Inhulets,UKR,1,1273.85009766,2021-12-11,2022-07-20
None,Rapid Bucuresti,ROM,1,1273.39770508,2022-05-17,2022-07-05
None,Beerschot AC,BEL,1,1272.8125,2022-04-11,2022-07-01
None,Koper,SVN,1,1269.6496582,2022-05-23,2022-07-06
None,Tobol,KAZ,0,1268.9987793,2021-12-10,2022-07-06
None,Pordenone,ITA,2,1268.98986816,2022-05-26,2022-07-01
None,Goeztepe,TUR,1,1267.89758301,2022-05-23,2022-07-01
None,Ham-Kam,NOR,1,1267.37414551,2022-05-29,2022-06-19
None,Varnamo,SWE,1,1267.17956543,2022-05-30,2022-06-27
None,Hapoel Eran Hadera,ISR,1,1265.03942871,2022-05-15,2022-07-20
None,Ashdod,ISR,1,1264.97302246,2022-05-15,2022-07-20
None,Tescoma Zlin,CZE,1,1262.89770508,2022-05-15,2022-07-20
None,Wisla,POL,1,1262.62109375,2022-05-22,2022-07-01
None,Vozdovac Beograd,SRB,1,1262.0324707,2022-05-23,2022-07-08
None,Istra 1961,CRO,1,1260.92199707,2022-05-21,2022-07-17
None,HJK Helsinki,FIN,0,1260.60913086,2021-12-10,2022-07-06
None,FC Lviv,UKR,1,1260.47155762,2021-12-12,2022-07-20
None,Sumqayit,AZE,0,1259.46948242,2022-02-25,2022-07-01
None,Stal Mielec,POL,1,1258.01293945,2022-05-22,2022-07-05
None,Domzale,SVN,1,1256.52026367,2022-05-22,2022-07-06
None,Nieciecza,POL,1,1255.70300293,2022-05-22,2022-07-01
None,Metalist 1925,UKR,1,1255.64245605,2021-12-13,2022-07-20
None,UTA Arad,ROM,1,1252.72607422,2022-05-14,2022-07-05
None,Suduva,LIT,0,1252.36499023,2021-08-27,2022-07-05
None,Backa Topola,SRB,1,1250.21252441,2022-05-23,2022-07-09
None,Beroe Stara Zagora,BUL,1,1249.8572998,2022-05-29,2022-07-05
None,Honved,HUN,1,1249.56945801,2022-05-16,2022-07-06
None,Ilichivets,UKR,1,1249.39123535,2022-02-28,2022-07-01
None,Panetolikos,GRE,1,1248.16345215,2022-05-16,2022-07-20
None,Petrocub,MOL,0,1247.56152344,2022-02-25,2022-07-06
None,Milsami Orhei,MOL,0,1246.78894043,2022-02-25,2022-07-06
None,Novi Sad,SRB,1,1246.73291016,2022-05-23,2022-07-10
None,Chernomorets,UKR,1,1246.54907227,2022-02-28,2022-07-20
None,Velez Mostar,BHZ,0,1246.0234375,2021-08-13,2022-07-06
None,Malatyaspor,TUR,1,1241.92358398,2022-05-22,2022-07-01
None,Arges Pitesti,ROM,1,1241.7644043,2022-05-24,2022-07-05
None,Craiova 1948,ROM,1,1240.76000977,2022-05-17,2022-07-05
None,Sibenik,CRO,1,1240.48071289,2022-05-21,2022-07-16
None,Radnik Surdulica,SRB,1,1240.39367676,2022-05-20,2022-07-10
None,Laci,ALB,0,1237.32275391,2021-08-13,2022-07-06
None,Mezokovesd-Zsory,HUN,1,1235.50463867,2022-05-14,2022-07-06
None,Zalaegerszegi,HUN,1,1234.95874023,2022-05-16,2022-07-06
None,Hapoel Haifa,ISR,1,1234.30639648,2022-05-15,2022-07-20
None,Degerfors,SWE,1,1232.94934082,2022-05-30,2022-06-26
None,Teplice,CZE,1,1232.74621582,2022-05-15,2022-07-20
None,Partizani Tirana,ALB,0,1231.46374512,2021-08-13,2022-07-06
None,Lamia,GRE,1,1230.84765625,2022-05-16,2022-07-20
None,Seinajoki,FIN,0,1230.39111328,2022-01-01,2022-07-06
None,Chindia Targoviste,ROM,1,1230.20898438,2022-05-14,2022-07-05
None,RFS,LAT,0,1228.12988281,2021-08-27,2022-07-06
None,FK Sarajevo,BHZ,0,1224.9107666,2021-08-13,2022-07-01
None,Siroki Brijeg,BHZ,0,1224.69238281,2021-08-13,2022-07-01
None,Bravo,SVN,1,1224.2980957,2022-05-23,2022-07-06
None,Dundalk,IRL,0,1224.13867188,2021-08-27,2022-07-01
None,Hapoel Jerusalem,ISR,1,1223.10327148,2022-05-15,2022-07-20
None,Slavia Sofia,BUL,1,1222.60107422,2022-05-23,2022-07-05
None,Liepajas,LAT,0,1222.30444336,2021-08-27,2022-07-06
None,FK Riga,LAT,0,1221.65014648,2021-08-27,2022-07-06
None,Vllaznia,ALB,0,1221.43200684,2021-08-13,2022-07-06
None,Jerv,NOR,1,1221.16943359,2022-05-30,2022-06-19
None,Karvina,CZE,1,1220.3302002,2022-05-15,2022-07-01
None,Batumi,GEO,0,1220.00549316,2021-08-13,2022-07-06
None,Dundee,SCO,1,1219.97814941,2022-05-19,2022-07-01
None,MTK,HUN,1,1219.54980469,2022-05-16,2022-07-01
None,Inter Turku,FIN,0,1219.48303223,2021-12-10,2022-07-06
None,M Petach Tikva,ISR,1,1218.82922363,2022-05-15,2022-07-01
None,Bohemians Dublin,IRL,0,1218.56079102,2021-08-27,2022-07-01
None,Arda,BUL,1,1217.44226074,2022-05-21,2022-07-05
None,Gornik Leczna,POL,1,1216.36608887,2022-05-22,2022-07-01
None,Sundsvall,SWE,1,1213.99865723,2022-05-29,2022-06-26
None,Mynai,UKR,1,1212.79724121,2021-12-13,2022-07-20
None,Debrecen,HUN,1,1212.45458984,2022-05-16,2022-07-06
None,Gomel,BLR,1,1212.39343262,2022-03-21,2022-07-06
None,Dinamo Brest,BLR,1,1209.35559082,2022-03-20,2022-07-06
None,Celje,SVN,1,1208.62194824,2022-05-23,2022-07-06
None,Helsingborg,SWE,1,1208.00048828,2022-05-30,2022-06-27
None,Radomlje,SVN,1,1207.60766602,2022-05-22,2022-07-06
None,Mladost Lucani,SRB,1,1206.17895508,2022-05-21,2022-07-09
None,Mioveni,ROM,1,1202.32995605,2022-05-17,2022-07-05
None,Borac Banja Luka,BHZ,0,1199.05090332,2021-08-13,2022-07-06
None,Novi Pazar,SRB,1,1197.38244629,2022-05-21,2022-07-08
None,Shkendija,MAC,0,1192.23083496,2021-07-30,2022-07-05
None,Dila Gori,GEO,0,1191.35131836,2021-08-13,2022-07-06
None,Gyirmot,HUN,1,1190.77966309,2022-05-15,2022-07-01
None,Dragovoljac,CRO,1,1190.29821777,2022-05-22,2022-07-01
None,Zalgiris Vilnius,LIT,0,1189.51293945,2021-08-27,2022-07-05
None,Flora Tallinn,EST,0,1185.09716797,2021-12-10,2022-06-21
None,Breidablik,ISL,0,1185.08984375,2021-08-13,2022-06-21
None,Valmieras,LAT,0,1184.49267578,2021-08-27,2022-07-06
None,Gagra,GEO,0,1182.9519043,2021-08-13,2022-07-01
None,Apollon Athens,GRE,1,1182.26782227,2022-05-16,2022-07-01
None,Teuta Durres,ALB,0,1182.21533203,2021-08-13,2022-07-01
None,Dinamo Tbilisi,GEO,0,1176.93981934,2021-08-13,2022-07-06
None,Shamrock,IRL,0,1176.72143555,2021-08-27,2022-07-05
None,Dinamo Bucuresti,ROM,1,1176.39160156,2022-05-14,2022-07-01
None,Zlatibor,SRB,1,1172.7598877,2022-05-21,2022-07-09
None,Hapoel Nof Hagalil,ISR,1,1172.53564453,2022-05-15,2022-07-01
None,Sligo,IRL,0,1171.44104004,2021-08-27,2022-07-05
None,Krusevac,SRB,1,1169.01501465,2022-05-20,2022-07-10
None,Hafnarfjoerdur,ISL,0,1166.9095459,2021-08-13,2022-06-21
None,The New Saints,WAL,0,1163.8034668,2021-08-13,2022-07-05
None,Neman Grodno,BLR,1,1162.41162109,2022-03-20,2022-07-06
None,Tsarsko Selo,BUL,1,1161.62329102,2022-05-22,2022-07-01
None,Alashkert,ARM,0,1158.98168945,2021-12-10,2022-07-05
None,Valur,ISL,0,1158.05908203,2021-08-13,2022-06-21
None,Tabor Sezana,SVN,1,1153.21276855,2022-05-22,2022-07-06
None,Torpedo Zhodino,BLR,1,1149.16162109,2022-03-20,2022-07-06
None,Stjarnan,ISL,0,1145.55908203,2021-08-13,2022-06-21
None,Panevezys,LIT,0,1138.76867676,2021-08-27,2022-07-05
None,Isloch,BLR,1,1137.16882324,2022-03-20,2022-07-06
None,Ararat,ARM,0,1131.82421875,2021-12-10,2022-07-05
None,Kolubara Lazarevac,SRB,1,1127.03649902,2022-05-20,2022-07-11
None,Botev Vratsa,BUL,1,1126.2076416,2022-05-22,2022-07-05
None,Metalac Gornji Milanovac,SRB,1,1123.8684082,2022-05-21,2022-07-01
None,Slavia Mozyr,BLR,1,1116.77429199,2022-03-21,2022-07-06
None,Fola Esch,LUX,0,1114.2890625,2021-08-27,2022-07-06
None,Lok Sofia,BUL,1,1109.34228516,2022-05-22,2022-07-05
None,Proleter Novi Sad,SRB,1,1108.14379883,2022-05-21,2022-07-01
None,Kauno Zalgiris,LIT,0,1107.18737793,2021-08-27,2022-07-05
None,Drita,KOS,0,1106.36022949,2021-08-13,2022-07-05
None,Aluminij,SVN,1,1102.81616211,2022-05-22,2022-07-01
None,Gaz Metan,ROM,1,1101.84313965,2022-05-14,2022-07-01
None,Banants,ARM,0,1101.58300781,2021-12-10,2022-07-01
None,Coleraine,NIR,0,1101.38708496,2021-08-13,2022-07-01
None,Blagoevgrad,BUL,1,1100.88757324,2022-05-22,2022-07-05
None,Larne,NIR,0,1099.3996582,2021-08-13,2022-07-05
None,Shkupi,MAC,0,1097.66296387,2021-07-30,2022-07-05
None,Struga,MAC,0,1097.10375977,2021-07-30,2022-07-01
None,Slutsk,BLR,1,1091.71728516,2022-03-20,2022-07-06
None,Noah,ARM,0,1089.71142578,2021-12-10,2022-07-01
None,Swift Hesperange,LUX,0,1089.68225098,2021-08-27,2022-07-01
None,Linfield,NIR,0,1089.10351562,2021-08-13,2022-07-05
None,FK Vitebsk,BLR,1,1088.85913086,2022-03-20,2022-07-06
None,Sileks,MAC,0,1086.4276123,2021-07-30,2022-07-01
None,Dudelange,LUX,0,1082.53552246,2021-08-27,2022-07-06
None,Kragujevac,SRB,1,1080.67004395,2022-05-21,2022-07-11
None,Zvyazda BDU,BLR,1,1080.47961426,2022-03-20,2022-07-06
None,R Letzebuerg,LUX,0,1078.51379395,2021-08-27,2022-07-06
None,Glentoran,NIR,0,1077.42089844,2021-08-13,2022-07-01
None,Connahs Quay,WAL,0,1071.20153809,2021-08-13,2022-07-01
None,Clinceni,ROM,1,1069.68359375,2022-05-17,2022-07-01
None,FC Infonet,EST,0,1065.2701416,2021-12-10,2022-06-21
None,Paide Linnameeskond,EST,0,1065.10266113,2021-12-10,2022-06-21
None,FK Minsk,BLR,1,1059.5645752,2022-03-19,2022-07-06
None,Bala,WAL,0,1038.08312988,2021-08-13,2022-07-05
None,Prishtine,KOS,0,1035.55114746,2021-08-13,2022-07-01
None,Newtown AFC,WAL,0,1031.43859863,2021-08-13,2022-07-05
None,Birkirkara,MLT,0,1030.88269043,2021-08-13,2022-07-01
None,Klaksvik,FAR,0,1030.1114502,2021-08-13,2022-07-06
None,Llapi,KOS,0,1029.78869629,2021-08-13,2022-07-05
None,FK Podgorica,MNT,0,1022.45349121,2021-07-30,2022-07-01
None,Dnepr Mogilev,BLR,1,1022.18457031,2022-03-21,2022-07-06
None,Bobruisk,BLR,1,1019.71514893,2022-03-21,2022-07-06
None,Sutjeska,MNT,0,1018.59686279,2021-07-30,2022-07-05
None,Mosta,MLT,0,1018.35809326,2021-08-13,2022-07-01
None,Decic,MNT,0,1017.8963623,2021-07-30,2022-07-05
None,Dzarzhynsk,BLR,1,1016.40344238,2022-03-21,2022-07-06
None,Hibernians Paola,MLT,0,1013.64208984,2021-08-13,2022-07-05
None,Gzira United,MLT,0,1008.76452637,2021-08-13,2022-07-05
None,Podgorica,MNT,0,1007.83905029,2021-07-30,2022-07-05
None,Lincoln,GIB,0,990.847717285,2021-12-10,2022-07-05
None,HB Torshavn,FAR,0,984.303955078,2021-08-13,2022-07-06
None,Runavik,FAR,0,967.414794922,2021-08-13,2022-07-01
None,College Europa,GIB,0,949.632080078,2021-12-10,2022-07-05
None,St Josephs,GIB,0,923.464660645,2021-12-10,2022-07-05
None,Mons Calpe,GIB,0,860.077941895,2021-12-10,2022-07-01
None,Santa Coloma,AND,0,850.137878418,2021-07-30,2022-06-21
None,Matecosa Sant Julia,AND,0,822.793884277,2021-07-30,2022-06-21
None,Escaldes,AND,0,816.845947266,2021-07-30,2022-06-21
None,Folgore,SMR,0,667.026855469,2021-07-28,2022-06-21
None,Tre Penne,SMR,0,661.096801758,2021-07-28,2022-06-21
None,La Fiorita,SMR,0,647.356323242,2021-07-28,2022-06-21


