Rank,Club,Country,Level,Elo,From,To
None,Torpedo Zhodino,BLR,1,1345.36621094,2019-06-01,2019-06-15
None,Bnei Yehuda,ISR,1,1344.87768555,2019-05-26,2019-07-11
None,Slaven Belupo,CRO,1,1343.64868164,2019-05-26,2019-07-09
None,Ascoli,ITA,2,1343.61437988,2019-05-12,2019-07-25
None,Kairat,KAZ,0,1342.37194824,2018-12-14,2019-07-09
None,Emmen,NED,1,1341.9420166,2019-05-16,2019-07-23
None,Lech,POL,1,1341.87426758,2019-05-20,2019-07-10
None,Cracovia,POL,1,1339.76452637,2019-05-20,2019-07-10
None,Excelsior,NED,1,1339.18359375,2019-05-16,2019-07-01
None,Beziers,FRA,2,1338.07055664,2019-05-18,2019-07-01
None,Pogon,POL,1,1337.24206543,2019-05-20,2019-07-10
None,Nacional,POR,1,1336.90539551,2019-05-17,2019-07-01
None,Westerlo,BEL,1,1336.68493652,2019-05-19,2019-07-01
None,Sochaux,FRA,2,1336.06591797,2019-05-18,2019-07-25
None,Sheriff Tiraspol,MOL,0,1333.65112305,2018-08-31,2019-07-10
None,Chernomorets,UKR,1,1333.48144531,2019-05-30,2019-07-01
None,Eupen,BEL,1,1333.30297852,2019-05-19,2019-07-25
None,Sundsvall,SWE,1,1333.0690918,2019-05-29,2019-06-01
None,Teplice,CZE,1,1331.7857666,2019-05-13,2019-07-13
None,Shkendija,MAC,0,1326.70690918,2018-08-31,2019-07-09
None,Padova,ITA,2,1326.26794434,2019-05-12,2019-07-01
None,Feirense,POR,1,1324.74169922,2019-05-19,2019-07-01
None,Tescoma Zlin,CZE,1,1324.6652832,2019-05-25,2019-07-15
None,SonderjyskE,DEN,1,1324.10766602,2019-05-13,2019-07-11
None,Kalmar,SWE,1,1322.41564941,2019-05-27,2019-06-01
None,Grasshoppers,SUI,1,1321.95629883,2019-05-26,2019-07-01
None,Bolton,ENG,2,1321.84472656,2019-05-10,2019-07-01
None,Vaduz,LIE,0,1321.40429688,2019-02-22,2019-07-11
None,Lamia,GRE,1,1320.63439941,2019-05-05,2019-07-23
None,Botev Plovdiv,BUL,1,1319.55065918,2019-05-25,2019-07-09
None,Larisa,GRE,1,1319.35595703,2019-05-06,2019-07-23
None,Opava,CZE,1,1318.40600586,2019-05-26,2019-07-14
None,OFI,GRE,1,1317.83581543,2019-05-06,2019-07-23
None,Panetolikos,GRE,1,1314.82263184,2019-05-06,2019-07-23
None,FK Vitebsk,BLR,1,1313.80297852,2019-05-23,2019-06-01
None,De Graafschap,NED,1,1313.51257324,2019-05-16,2019-07-01
None,Salernitana,ITA,2,1312.89013672,2019-05-12,2019-06-05
None,Maccabi Haifa,ISR,1,1312.21289062,2019-05-26,2019-07-11
None,Wisla,POL,1,1310.39562988,2019-05-19,2019-07-10
None,Gornik,POL,1,1308.82666016,2019-05-19,2019-07-10
None,Slask,POL,1,1308.39733887,2019-05-19,2019-07-10
None,Sittard,NED,1,1306.58666992,2019-05-16,2019-07-23
None,Gazelec,FRA,2,1305.97790527,2019-05-18,2019-07-01
None,Stromsgodset,NOR,1,1305.66540527,2019-05-27,2019-06-16
None,Bodoe Glimt,NOR,1,1304.57739258,2019-05-20,2019-06-16
None,Beitar,ISR,1,1302.45092773,2019-05-12,2019-07-11
None,Cercle Brugge,BEL,1,1301.61730957,2019-05-18,2019-07-25
None,Lillestrom,NOR,1,1300.27380371,2019-05-26,2019-06-16
None,Beerschot AC,BEL,1,1299.79455566,2019-05-19,2019-07-01
None,Arsenal Kyiv,UKR,1,1299.78161621,2019-05-30,2019-07-01
None,Oerebro,SWE,1,1299.30627441,2019-05-28,2019-06-01
None,Giannina,GRE,1,1299.1237793,2019-05-06,2019-07-01
None,Red Star,FRA,2,1299.11804199,2019-05-18,2019-07-01
None,Karvina,CZE,1,1298.36047363,2019-05-26,2019-07-14
None,Pribram,CZE,1,1297.24279785,2019-05-26,2019-07-13
None,Ujpest,HUN,1,1296.73156738,2019-05-20,2019-07-10
None,Mladost Lucani,SRB,1,1296.16577148,2019-05-20,2019-07-09
None,Tobol,KAZ,0,1295.64868164,2018-12-14,2019-07-09
None,Carpi,ITA,2,1295.03039551,2019-05-12,2019-07-01
None,Irtysh,KAZ,0,1294.30334473,2018-12-14,2019-07-01
None,Hobro,DEN,1,1293.99645996,2019-05-20,2019-07-11
None,Cherno More,BUL,1,1292.8548584,2019-05-25,2019-07-09
None,Viking,NOR,1,1292.26843262,2019-05-21,2019-06-16
None,IK Sirius,SWE,1,1291.94567871,2019-05-28,2019-06-01
None,Plock,POL,1,1291.35571289,2019-05-19,2019-07-10
None,Etar,BUL,1,1290.91784668,2019-05-29,2019-07-09
None,Honved,HUN,1,1290.67016602,2019-05-20,2019-07-10
None,Horsens,DEN,1,1288.4621582,2019-05-20,2019-07-11
None,Netanya,ISR,1,1285.33483887,2019-05-26,2019-07-11
None,Sepsi,ROM,1,1285.03515625,2019-05-21,2019-07-09
None,Kiryat Shmona,ISR,1,1284.66870117,2019-05-13,2019-07-11
None,Hearts,SCO,1,1284.22253418,2019-05-20,2019-07-09
None,Breda,NED,1,1283.89782715,2019-05-16,2019-07-01
None,Suduva,LIT,0,1283.57006836,2018-08-31,2019-07-09
None,Iasi,ROM,1,1282.0177002,2019-06-01,2019-07-09
None,Neftchi,AZE,0,1281.8236084,2018-12-14,2019-07-10
None,Debrecen,HUN,1,1281.24084473,2019-05-20,2019-07-10
None,H Tel Aviv,ISR,1,1278.0345459,2019-05-13,2019-07-11
None,Voluntari,ROM,1,1277.81396484,2019-06-01,2019-07-09
None,Motherwell,SCO,1,1274.90710449,2019-05-19,2019-07-09
None,Stabaek,NOR,1,1274.33972168,2019-05-17,2019-06-17
None,Vendsyssel,DEN,1,1272.82165527,2019-05-20,2019-07-01
None,Arka,POL,1,1268.50634766,2019-05-19,2019-07-10
None,Krusevac,SRB,1,1268.39111328,2019-05-20,2019-07-09
None,Ranheim,NOR,1,1267.42773438,2019-05-27,2019-06-16
None,Vejle,DEN,1,1265.7824707,2019-05-20,2019-07-01
None,Mura,SVN,1,1265.01281738,2019-05-26,2019-07-10
None,Zlatibor,SRB,1,1263.91845703,2019-05-20,2019-07-09
None,St Johnstone,SCO,1,1263.48803711,2019-05-19,2019-07-09
None,Hapoel Haifa,ISR,1,1261.94580078,2019-05-13,2019-07-11
None,Helsingborg,SWE,1,1261.88684082,2019-05-26,2019-06-02
None,Dudelange,LUX,0,1260.75744629,2018-12-14,2019-06-27
None,Dundalk,IRL,0,1258.82751465,2018-08-17,2019-07-10
None,Hermannstadt,ROM,1,1254.56677246,2019-05-28,2019-06-02
None,Mjondalen,NOR,1,1254.28564453,2019-05-27,2019-06-16
None,Novi Sad,SRB,1,1254.03137207,2019-05-20,2019-07-09
None,Korona,POL,1,1250.94104004,2019-05-19,2019-07-10
None,Inter Zapresic,CRO,1,1250.60083008,2019-05-27,2019-07-09
None,Dukla,CZE,1,1248.75964355,2019-05-26,2019-07-01
None,Inter Baku,AZE,0,1248.26867676,2018-12-14,2019-07-01
None,Hapoel Eran Hadera,ISR,1,1248.16918945,2019-05-26,2019-07-11
None,Tromso,NOR,1,1247.46289062,2019-05-27,2019-06-17
None,Celje,SVN,1,1246.56787109,2019-05-26,2019-07-10
None,Zalgiris Vilnius,LIT,0,1246.18945312,2018-08-31,2019-07-09
None,Neman Grodno,BLR,1,1245.03662109,2019-05-26,2019-06-02
None,Mezokovesd-Zsory,HUN,1,1243.45910645,2019-05-20,2019-07-10
None,Dunarea Calarasi,ROM,1,1241.98144531,2019-05-27,2019-06-02
None,Vardar,MAC,0,1241.6348877,2018-08-31,2019-07-01
None,Levadeiakos,GRE,1,1241.63110352,2019-05-06,2019-07-01
None,Kukesi,ALB,0,1241.20275879,2018-08-17,2019-07-10
None,Raanana,ISR,1,1240.08166504,2019-05-12,2019-07-11
None,Gorodeya,BLR,1,1237.6739502,2019-05-26,2019-06-01
None,Falkenbergs,SWE,1,1237.4552002,2019-05-26,2019-06-01
None,FK Sarajevo,BHZ,0,1236.93798828,2018-08-17,2019-07-09
None,Eskilstuna,SWE,1,1236.765625,2019-05-26,2019-06-02
None,M Petach Tikva,ISR,1,1236.47338867,2019-05-13,2019-07-01
None,Zeljeznicar,BHZ,0,1235.76745605,2018-08-17,2019-07-01
None,Livingston,SCO,1,1233.09265137,2019-05-19,2019-07-09
None,Trakai,LIT,0,1232.15698242,2018-08-31,2019-07-09
None,Hafnarfjoerdur,ISL,0,1231.44030762,2018-08-17,2019-07-01
None,Ventspils,LAT,0,1229.69616699,2018-08-17,2019-07-10
None,HJK Helsinki,FIN,0,1229.63842773,2018-08-17,2019-07-09
None,Puskas Akademia,HUN,1,1229.33166504,2019-05-20,2019-07-10
None,Slavia Sofia,BUL,1,1228.59936523,2019-05-24,2019-07-09
None,Isloch,BLR,1,1224.68078613,2019-06-01,2019-06-15
None,Miedz Legnica,POL,1,1224.61450195,2019-05-19,2019-07-01
None,Istra 1961,CRO,1,1223.45837402,2019-05-25,2019-07-09
None,Rudar Velenje,SVN,1,1221.20214844,2019-05-26,2019-07-10
None,Botev Vratsa,BUL,1,1220.88903809,2019-05-11,2019-07-09
None,Kisvarda,HUN,1,1220.71264648,2019-05-20,2019-07-10
None,Paksi,HUN,1,1217.93981934,2019-05-20,2019-07-10
None,Vozdovac Beograd,SRB,1,1216.38598633,2019-05-20,2019-07-09
None,Chikhura,GEO,0,1215.5333252,2018-08-31,2019-07-10
None,Diosgyori,HUN,1,1214.27319336,2019-05-20,2019-07-10
None,Radnik Surdulica,SRB,1,1212.56628418,2019-05-20,2019-07-09
None,Siroki Brijeg,BHZ,0,1212.30932617,2018-08-17,2019-07-09
None,Torpedo Kutaisi,GEO,0,1210.22558594,2018-08-31,2019-07-10
None,Rudes Zagreb,CRO,1,1210.05163574,2019-05-25,2019-07-01
None,Chiajna,ROM,1,1208.48791504,2019-05-27,2019-06-02
None,Shkupi,MAC,0,1206.1829834,2018-08-31,2019-07-09
None,Aluminij,SVN,1,1206.11706543,2019-05-26,2019-07-10
None,Rabotnicki,MAC,0,1204.85559082,2018-08-31,2019-07-01
None,Septemvri Sofia,BUL,1,1204.06652832,2019-05-23,2019-07-01
None,Lok Plovdiv,BUL,1,1204.06384277,2019-05-11,2019-07-09
None,Dinamo Tbilisi,GEO,0,1202.96289062,2018-08-31,2019-07-10
None,Laci,ALB,0,1202.73010254,2018-08-17,2019-07-10
None,Dunav Ruse,BUL,1,1201.41296387,2019-05-23,2019-07-09
None,St Mirren,SCO,1,1201.20544434,2019-05-19,2019-07-09
None,Cork City,IRL,0,1200.24450684,2018-08-17,2019-07-10
None,Proleter Novi Sad,SRB,1,1196.70629883,2019-05-20,2019-07-09
None,Derry City,IRL,0,1193.77026367,2018-08-17,2019-07-01
None,Niedercorn,LUX,0,1192.44775391,2018-12-14,2019-06-27
None,Haladas,HUN,1,1190.70007324,2019-05-20,2019-07-01
None,Sosnowiec,POL,1,1187.64550781,2019-05-19,2019-07-01
None,Zrinjski Mostar,BHZ,0,1187.38220215,2018-08-17,2019-07-09
None,Stumbras,LIT,0,1186.578125,2018-08-31,2019-07-01
None,FC Samtredia,GEO,0,1185.59155273,2018-08-31,2019-07-01
None,Shamrock,IRL,0,1182.65881348,2018-08-17,2019-07-10
None,Petrocub,MOL,0,1182.04833984,2018-08-31,2019-07-10
None,Bnei Sakhinin,ISR,1,1181.6184082,2019-05-13,2019-07-01
None,Partizani Tirana,ALB,0,1181.56262207,2018-08-17,2019-07-10
None,Fola Esch,LUX,0,1175.22338867,2018-12-14,2019-06-27
None,Apollon Athens,GRE,1,1172.90710449,2019-05-05,2019-07-01
None,Olimpia Balti,MOL,0,1171.55505371,2018-08-31,2019-07-01
None,Rovaniemi,FIN,0,1171.44104004,2019-01-01,2019-07-09
None,Inter Turku,FIN,0,1171.44104004,2019-01-01,2019-07-09
None,Ashdod,ISR,1,1171.34130859,2019-05-13,2019-07-11
None,Luftetari,ALB,0,1171.17590332,2018-08-17,2019-07-01
None,Kuopio,FIN,0,1170.24609375,2018-08-17,2019-07-09
None,FK Minsk,BLR,1,1169.2713623,2019-05-26,2019-06-02
None,Macva Sabac,SRB,1,1167.5177002,2019-05-20,2019-07-09
None,Hamilton,SCO,1,1167.18237305,2019-05-19,2019-07-09
None,Nova Gorica,SVN,1,1165.31933594,2019-05-26,2019-07-01
None,Zemun,SRB,1,1164.70837402,2019-05-20,2019-07-01
None,Gomel,BLR,1,1163.09765625,2019-05-25,2019-06-01
None,MTK,HUN,1,1158.66711426,2019-05-20,2019-07-01
None,Stjarnan,ISL,0,1155.33825684,2018-08-17,2019-07-10
None,Valur,ISL,0,1155.25805664,2018-08-17,2019-07-10
None,Vestmannaeyjar,ISL,0,1154.23254395,2018-08-17,2019-07-01
None,Milsami Orhei,MOL,0,1149.80834961,2018-08-31,2019-07-10
None,Rad,SRB,1,1149.60375977,2019-05-20,2019-07-09
None,Slavia Mozyr,BLR,1,1148.74157715,2019-05-26,2019-06-02
None,Vitosha Bistritsa,BUL,1,1140.99926758,2019-05-14,2019-07-09
None,FK Riga,LAT,0,1140.85437012,2018-08-17,2019-07-10
None,Triglav,SVN,1,1140.51391602,2019-05-26,2019-07-10
None,Luch Minsk,BLR,1,1139.83569336,2019-06-01,2019-06-15
None,Dundee,SCO,1,1128.83508301,2019-05-19,2019-07-01
None,Dinamo Vranje,SRB,1,1127.79309082,2019-05-20,2019-07-01
None,Spartaks Jurmala,LAT,0,1126.17712402,2018-08-17,2019-07-01
None,Slutsk,BLR,1,1124.80895996,2019-05-25,2019-06-02
None,R Letzebuerg,LUX,0,1123.08215332,2018-12-14,2019-06-27
None,Liepajas,LAT,0,1122.90234375,2018-08-17,2019-07-10
None,Torpedo Minsk,BLR,1,1120.99206543,2019-05-26,2019-06-02
None,Pyunik,ARM,0,1119.63061523,2018-08-17,2019-07-09
None,Prishtine,KOS,0,1111.52709961,2018-08-03,2019-06-25
None,Backa Palanka,SRB,1,1109.03381348,2019-05-20,2019-07-01
None,Drita,KOS,0,1102.24316406,2018-08-03,2019-06-25
None,Zvyazda BDU,BLR,1,1100.1940918,2019-05-23,2019-06-01
None,Krsko,SVN,1,1090.74023438,2019-05-26,2019-07-01
None,Podgorica,MNT,0,1083.91027832,2018-08-03,2019-07-09
None,Levadia Tallinn,EST,0,1075.2130127,2018-08-03,2019-07-01
None,Rudar Pljevlja,MNT,0,1074.29370117,2018-08-03,2019-07-01
None,Mladost,MNT,0,1069.10705566,2018-08-03,2019-07-09
None,Sutjeska,MNT,0,1058.2277832,2018-08-03,2019-07-09
None,Alashkert,ARM,0,1049.1315918,2018-08-17,2019-07-09
None,Nomme Kalju,EST,0,1045.41149902,2018-08-03,2019-07-09
None,Valletta,MLT,0,1043.51220703,2018-08-03,2019-07-09
None,Balzan,MLT,0,1037.98010254,2018-08-03,2019-07-09
None,Vereya,BUL,1,1028.16870117,2019-05-02,2019-07-01
None,Banants,ARM,0,1017.65270996,2018-08-17,2019-07-09
None,The New Saints,WAL,0,1017.46716309,2018-08-17,2019-06-27
None,Crusaders,NIR,0,1013.3949585,2018-08-03,2019-06-27
None,Gzira United,MLT,0,1010.68231201,2018-08-03,2019-07-09
None,Gandzasar Kapan,ARM,0,1010.20599365,2018-08-17,2019-07-01
None,Gota,FAR,0,1007.7288208,2018-08-03,2019-06-27
None,Connahs Quay,WAL,0,1004.33007812,2018-08-17,2019-06-27
None,Cliftonville,NIR,0,1000.13360596,2018-08-03,2019-06-27
None,Glenavon,NIR,0,999.681274414,2018-08-03,2019-06-27
None,Birkirkara,MLT,0,994.759033203,2018-08-03,2019-07-01
None,Coleraine,NIR,0,993.976318359,2018-08-03,2019-06-27
None,Cefn Druids,WAL,0,983.869140625,2018-08-17,2019-06-27
None,Trans Narva,EST,0,973.611022949,2018-08-03,2019-07-09
None,Flora Tallinn,EST,0,951.318481445,2018-08-03,2019-07-09
None,Bala,WAL,0,945.736328125,2018-08-17,2019-06-27
None,Klaksvik,FAR,0,933.072937012,2018-08-03,2019-06-27
None,B 36 Torshavn,FAR,0,914.728637695,2018-08-03,2019-06-27
None,Runavik,FAR,0,912.493408203,2018-08-03,2019-06-27
None,College Europa,GIB,0,907.228393555,2018-08-03,2019-06-25
None,Lincoln,GIB,0,899.425537109,2018-08-03,2019-06-25
None,St Josephs,GIB,0,874.370849609,2018-08-03,2019-06-25
None,Engordany,AND,0,771.294799805,2018-08-03,2019-06-25
None,Santa Coloma,AND,0,763.513977051,2018-08-03,2019-06-25
None,Matecosa Sant Julia,AND,0,757.924133301,2018-08-03,2019-06-25
None,Tre Fiori,SMR,0,742.625488281,2018-08-03,2019-06-25
None,Folgore,SMR,0,697.667236328,2018-08-03,2019-06-25
None,La Fiorita,SMR,0,696.548339844,2018-08-03,2019-06-25


